id,FECHA DE ATENCION ,COLONIA ,CALLE,NUMERO ,FOLIO ,ESPECIE,ACLAREO PZA,DESCHUPONEO PZA,ELEVACION DE COPA PZA,LIB  DE CAMARAS PZA,LIB  DE FACHADA PZA,LIB  DE LINEAS ELECTRICAS Y AEREAS PZA,LIB  DE LUMINARIAS PZA,VELA,FACHADA,POSTE,LIB  DE SEMAFOROS PZA,LIB  DE SENALAMIENTOS PZA,LIMPIEZA DE COPA PZA,PODA DE FORMACION RESTAURACION DE COPA PZA,PODA ESTETICA O TOPIARIA PZA,PODA DE MUERDAGO PZA,PODA DE HENO MOTITA PZA,REDUCCIÓN DE COPA PZA,TOTAL,LATITUD ,LONGITUD ,FUENTE DE INFORMACION 
126,25/05/07,IRRIGACION,PRESA TESOYO,146,14687,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.44358,-99.20673, JUD JARDINERIA
127,25/05/08,ANAHUAC I SECCION,1RA CDA LAGO MURITZ,10,18582,PODA DE 1 PATA DE VACA  SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,,,,,,,,,,,,,,,,1,1,19.44473,-99.17957, JUD JARDINERIA
128,25/05/09,ANAHUAC I SECCION,1RA CDA LAGO SILVERIO,6,18598,PODA DE 1 JACARANDA Y 1 FICUS  SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,2,,,,,,,,,,,,,,,,2,19.44274,-99.1811, JUD JARDINERIA
129,25/05/10,MEXICO NUEVO,PTE 147  A,742,19390,PODA DE 4 FICUS,,,,,,,,,,,,,4,,,,,,4,19.45304,-99.20518,EMPRESA KAAB
130,25/05/11,MEXICO NUEVO,PTE 147,736,22480,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45291,-99.20521,EMPRESA KAAB
131,25/05/12,MEXICO NUEVO,PTE 147,742,23189,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.45304,-99.20518,EMPRESA KAAB
132,25/05/13,LOMAS DE CHAPULTEPEC III SECCION,AV PRADO NORTE,5,30621,PODA DE 1 JACARANDA Y 1 FICUS,2,,,,,,,,,,,,,,,,,,2,19.42681,-99.21333, JUD JARDINERIA
133,25/05/14,MEXICO NUEVO,PTE 145,704,SIN FOLIO,PODA DE 1 FICUS Y 1 DURAZNO,,,2,,,,,,,,,,,,,,,,2,19.45165,-99.20464, JUD JARDINERIA
134,25/05/15,MEXICO NUEVO,PTE 145,A LADO DEL 704,SIN FOLIO,PODA DE 1 FICUS Y 1 ZAPOTE,,,2,,,,,,,,,,,,,,,,2,19.45165,-99.20461, JUD JARDINERIA
135,25/05/16,MEXICO NUEVO,PTE 145,711,SIN FOLIO,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45192,-99.20442, JUD JARDINERIA
136,25/05/17,AMPLIACION DANIEL GARZA,GRAL SOSTENES ROCHA,75,18026,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.40034,-99.20082, JUD JARDINERIA
137,25/05/18,ANAHUAC I SECCION,2DA CDA LAGO MURITZ,93,18593,PODA DE 2 FICUS 1 LIQUIDAMBAR Y 1 TROENO SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025 ,,,4,,,,,,,,,,,,,,,,4,19.44203,-99.18051, JUD JARDINERIA
138,25/05/19,ANAHUAC I SECCION,2DA CDA LAGO MURITZ,16,18595,PODA DE 1 LIMON    SE CONTESTO CON OFICIO    SPJ009925 EL DIA 07 DE FEBRERO 20255,,,,,,,,,,,,,1,,,,,,1,19.44185,-99.18033, JUD JARDINERIA
139,25/05/20,ANAHUAC I SECCION,LAGO SILVERIO,267,18596,PODA DE 1 AGUACATE    SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,1,,,,,,,,,,,,,,,,1,19.44185,-99.1813, JUD JARDINERIA
140,25/05/21,VERONICA ANZURES,AV GUTENBERG,176,23503,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.43208,-99.17794, JUD JARDINERIA
141,25/05/22,MEXICO NUEVO,SANTA CRUZ CACALCO,7309,30446,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.45162,-99.20447,EMPRESA KAAB
142,25/05/23,OBSERVATORIO,GRAL LAURO VILLAR,19,793,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40606,-99.19579, JUD JARDINERIA
143,25/05/24,MEXICO NUEVO,PTE 145,129,SIN FOLIO,PODA DE 1 NARANJO,,,,,1,,,,,,,,,,,,,,1,19.45206,-99.20485, JUD JARDINERIA
144,25/05/25,MEXICO NUEVO,PTE 145,734,SIN FOLIO,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.4527,-99.20487, JUD JARDINERIA
145,25/05/26,MEXICO NUEVO,PTE 143,CAMELLON,SIN FOLIO,PODA DE 2 FRESNOS,,,,,,,,,,,,,2,,,,,,2,19.45159,-99.20395, JUD JARDINERIA
146,25/05/27,LOMAS DE CHAPULTEPEC IV SECCION,AGUSTIN AHUMADA VILLALON,14,18621,PODA DE 1 JACARANDA,1,,,,,,,,,,,,,,,,,,1,19.41117,-99.21491, JUD JARDINERIA
147,25/05/28,LOMAS DE CHAPULTEPEC IV SECCION,AV DE LOS CORREGIDORES,1517,18682,PODA DE 1 JACARANDA Y SOLICITA EL CORTE DE RAIZ,1,,,,,,,,,,,,,,,,,,1,19.41067,-99.21766, JUD JARDINERIA
148,25/05/29,OBSERVATORIO,GRAL JUAN VILLEGAS,75,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40582,-99.19668, JUD JARDINERIA
149,25/05/30,MEXICO NUEVO,PTE 143,710,SIN FOLIO,PODA DE 1 PIRUL Y 1 FICUS,,,2,,,,,,,,,,,,,,,,2,19.45156,-99.20421, JUD JARDINERIA
150,25/05/31,MEXICO NUEVO,CDA LAGO XIMILPA,ESC SEC DIU 168 MAXIMILIANO RUIZ CASTANEDA,SIN FOLIO,PODA DE 1 PIRUL,,,,,1,,,,,,,,,,,,,,1,19.45271,-99.20058, JUD JARDINERIA
151,25/06/01,REFORMA SOCIAL,AVENIDA TECAMACHALCO,PERIFERIA PARQUE REFORMA SOCIAL,SIN FOLIO,PODA DE 20 ARBOLES NO ESPECIFICAN ESPECIES,,,20,,,,,,,,,,,,,,,,20,19.42914,-99.21889, JUD JARDINERIA
152,25/06/02,POPOTLA,CALZ MEXICO TACUBA,FARO POPOTLA EN PARQUE CANITAS,SIN FOLIO,PODA DE 1 FICUS,,,,,1,,,,,,,,,,,,,,1,19.45366,-99.17839, JUD JARDINERIA
153,25/06/03,SAN MIGUEL CHAPULTEPEC I SECCION,GRAL TIBURCIO MONTIEL,83 ESQUINA,SIN FOLIO,PODA DE 2 LIQUIDAMBAR,,,,,,,,,,,,,,,,,,2,2,19.41126,-99.18655, JUD JARDINERIA
154,25/06/04,ANAHUAC I SECCION,THIERS,GLORIETA DE LOS HONGOS,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,2,,,,2,19.43859,-99.18314, JUD JARDINERIA
155,25/06/05,SAN MIGUEL CHAPULTEPEC I SECCION,GOB MELCHOR MUZQUIZ,PARQUE DE BOLSILLO EL CHORRITO,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,4,,,,4,19.41058,-99.19073, JUD JARDINERIA
156,25/06/06,MEXICO NUEVO,LAGO ATITLAN,167,22740,PODA DE 1 LAUREL,,,1,,,,,,,,,,,,,,,,1,19.45251,-99.20284, JUD JARDINERIA
157,25/06/07,TACUBA,GOLFO DE VIZCAYA,4,27637,PODA DE 1 JACARANDA,,,,,,,,,,,,,,1,,,,,1,19.45611,-99.18671, JUD JARDINERIA
158,25/06/08,MEXICO NUEVO,PTE 139 A,727,1640,PODA DE 2 LAURELES,,,2,,,,,,,,,,,,,,,,2,19.45185,-99.20273, JUD JARDINERIA
159,25/06/09,SAN MIGUEL CHAPULTEPEC I SECCION,MOLINOS DEL CAMPO,31,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,2,,,,2,19.41214,-99.18861, JUD JARDINERIA
160,25/06/10,MEXICO NUEVO,PTE 139 A,708,2834,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45123,-99.20308,EMPRESA KAAB
161,25/06/11,MEXICO NUEVO,PTE 139 A,719,SIN FOLIO,PODA DE 2 CASUARINAS,,,,,2,,,,,,,,,,,,,,2,19.45159,-99.20284, JUD JARDINERIA
162,25/06/12,ANZURES,MICHELET,11,SIN FOLIO,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.43032,-99.17416, JUD JARDINERIA
163,25/06/13,POPOTLA,MAR NEGRO,228,21501,PODA DE 4 TROENOS  2 COLORIN Y 1 FRESNO,,,,,,,,,,,,,7,,,,,,7,19.4548432,-99.18070953,EMPRESA KAAB
164,25/06/14,POPOTLA,INSTITUTO DE HIGIENE,23,21503,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.45385466,19.45385466,EMPRESA KAAB
165,25/06/15,POPOTLA,INSTITUTO DE HIGIENE,24,1333,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.4541195,-99.18015939,EMPRESA KAAB
166,25/06/16,POPOTLA,MAR TIRRENO,44,12825,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45391305,-99.18383689,EMPRESA KAAB
167,25/06/17,LOMAS DE CHAPULTEPEC VI SECCION,PRIV MONTE LIBANO,4,16874,PODA DE 1 LIQUIDAMBAR,,,,,1,,,,,,,,,,,,,,1,19.41867514,-99.21511047,JUD JARDINERIA
168,25/06/18,POPOTLA,MAR TIRRENO,36,18419,PODA DE 2 FRESNOS,,,,,,,,,,,,,2,,,,,,2,19.4541793,-99.18375775,EMPRESA KAAB
169,25/06/19,POPOTLA,MAR TIRRENO,26,19103,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45298711,-99.18400043,EMPRESA KAAB
170,25/06/20,POPOTLA,MAR TIRRENO,51,30638,PODA DE 1 COLORIN,,,,,,,,,,,,,1,,,,,,1,19.45422613,-99.18347886,EMPRESA KAAB
171,25/06/21,ANAHUAC I SECCION,LAGUNA DE MAYRAN,7,31443,PODA DE 1 LAUREL,,,,,1,,,,,,,,,,,,,,1,19.44272018,-99.19190283,JUD JARDINERIA
172,25/06/22,POPOTLA,MAR AZOF,FTE 13 BIS,1539,PODA DE 1 CEDRO,,,,,,,,,,,,,1,,,,,,1,19.45458267,-99.18380545,EMPRESA KAAB
173,25/06/23,POPOTLA,MAR CANTABRICO,26B,1691,PODA DE 2 FRESNOS 1 JACARANDA Y 1 COLORIN,,,2,,,,,,,,,,2,,,,,,4,19.4535564,-99.18216713,EMPRESA KAAB
174,25/06/24,POPOTLA,MAR TIRRENO,30,1936,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45320791,-99.1839862,EMPRESA KAAB
175,25/06/25,AMERICA,SUR 128,PARQUE DE BOLSILLO,2334,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40436379,-99.20235291,JUD JARDINERIA
176,25/06/26,POLANCO V SECCION,AV HOMERO,219,1206,PODA DE 3 ARBOLES,,,3,,,,,,,,,,,,,,,,3,19.43555169,-99.18497952,JUD JARDINERIA
177,25/06/27,LOMAS DE BEZARES,CDA LOMITA,VARIOS NUMEROS,SIN FOLIO,PODA DE 5 ARBOLES,,,5,,,,,,,,,,,,,,,,5,19.3886137,-99.24536955,JUD JARDINERIA
178,25/06/28,LOMAS DE BEZARES,CDA TIRO AL PICHON,VARIOS NUMEROS,SIN FOLIO,PODA DE 11 ARBOLES Y DERRIBO DE 2 ARBOLES NO ESPECIFICAN ESPECIES,,,6,,,,,,,,,,5,,,,,,11,19.39109094,-99.24551793,JUD JARDINERIA
179,25/06/29,LOMAS DE BEZARES,LADERA,VARIOS NUMEROS,SIN FOLIO,PODA DE 5 ARBOLES,,,5,,,,,,,,,,,,,,,,5,19.3913599,-99.24411755,JUD JARDINERIA
180,25/06/30,POPOTLA,POCITO,4 ESQUINA,18674,SE TRABAJA ARBOL DEL PREDIO 4C Y SE REALIZA PODA DE 1 FRESNO EN EL  PREDIO 4 SOLICITAN QUITARLE ALTURA DESMOCHE SE PROCEDE CON SOLICITAR DICTAMEN,,,,,,,,,,,,,1,,,,,,1,19.45166055,-99.18349969,EMPRESA KAAB
181,25/07/01,POPOTLA,POCITO,16,19129,PODA DE 1 COLORIN Y 1 FRESNO,,,,,,,,,,,,,2,,,,,,2,19.4519986,-99.1834165,EMPRESA KAAB
182,25/07/02,POPOTLA,POCITO,35,19663,PODA DE 1 COLORIN,,,,,,,,,,,,,1,,,,,,1,19.45259723,-99.18306667,EMPRESA KAAB
183,25/07/03,POPOTLA,POCITO,11,24318,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45181075,-99.18324345,EMPRESA KAAB
184,25/07/04,SAN DIEGO OCOYOACAC,CANITO,132,SIN FOLIO,PODA DE 1 FICUS,,,,,1,,,,,,,,,,,,,,1,19.4639481,-99.1940262,JUD JARDINERIA
185,25/07/05,TACUBAYA,ARQ CARLOS LAZO,TODA LA CALLE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,32,,,,32,19.4025356,-99.19083863,JUD JARDINERIA
186,25/07/06,POPOTLA,POCITO,124,11571,PODA DE 1 TULIPAN AFRICANO,,,,,,,,,,,,,1,,,,,,1,19.45486617,-99.18303043,EMPRESA KAAB
187,25/07/07,POPOTLA,POCITO,61,19599,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.45308838,-99.18307947,EMPRESA KAAB
188,25/07/08,POPOTLA,POCITO,71,19678,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45328748,-99.18292545,EMPRESA KAAB
189,25/07/09,POPOTLA,POCITO,112,19724,PODA DE 2 FICUS Y 1 FRESNO,,,,,,,,,,,,,3,,,,,,3,19.45440297,-99.18309063,EMPRESA KAAB
190,25/07/10,POPOTLA,POCITO,107,19742,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.4543157,-99.18286483,EMPRESA KAAB
191,25/07/11,POPOTLA,POCITO,43,19743,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.45265018,-99.18324513,EMPRESA KAAB
192,25/07/12,POPOTLA,MAR TIRRENO,11,31261,PODA DE 1 PIRUL BRASILENO,,,,,,,,,,,,,1,,,,,,1,19.45220945,-99.18386059,EMPRESA KAAB
193,25/07/13,LOMAS DE CHAPULTEPEC III SECCION,MONTE ALTAI,114,1647,PODA DE 1 LAUREL DE LA INDIA,1,,,,,,,,,,,,,,,,,,1,19.42735926,-99.2104375,JUD JARDINERIA
194,25/07/14,POLANCO,AV CAMPOS ELISEOS,CAMELLON,SIN FOLIO,BARRIDO PAPELEO Y LIMIPIEZA DE PALMERA,,,,,,,,,,,,,1,,,,,,1,19.42803878,-99.19342305,JUD JARDINERIA
195,25/07/15,LOMAS DE CHAPULTEPEC II SECCION,SIERRA VENTANAS,455 CASI ESQUINA,SIN FOLIO,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.42027044,-99.22208246,JUD JARDINERIA
196,25/07/16,REFORMA SOCIAL,AV TECAMACHALCO,PARQUE REFORMA SOCIAL,SIN FOLIO,PODA DE 7 ARBOLES NO ESPECIFICADOS,,,7,,,,,,,,,,,,,,,,7,19.42913408,-99.21893349,JUD JARDINERIA
197,25/07/17,IRRIGACION,PRESA TESOYO,135,9730,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.4433002,-99.2065193,JUD JARDINERIA
198,25/07/18,POPOTLA,MAR DEL JAPON,19,16909,PODA DE 1 FRESNO 1 CASUARINA Y 3 FRESNOS,,,,,5,,,,,,,,,,,,,,5,19.45209438,-99.18095395,JUD JARDINERIA
199,25/07/19,POPOTLA,POCITO,223 A,19063,PODA DE 1 FRESNO 1 CASUARINA Y 1 FICUS,,,,,,,,,,,,,3,,,,,,3,19.45708368,-99.1821204,EMPRESA KAAB
200,25/07/20,POPOTLA,POCITO,137,19723,PODA DE 1 HULE,,,,,,,,,,,,,1,,,,,,1,19.45516251,-99.18273253,EMPRESA KAAB
201,25/07/21,POPOTLA,POCITO,223 FTE GASOLINERA,20408,PODA DE 2 FRESNOS,,,,,,,,,,,,,2,,,,,,2,19.45708368,-99.1821204,EMPRESA KAAB
202,25/07/22,TACUBAYA,GAVIOTA,TODA LA CALLE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,12,,,,12,19.40154366,-99.19143688,JUD JARDINERIA
203,25/07/23,POPOTLA,MAR DEL JAPON,19,16909,PODA DE RAMAS LATERALES DE 1 FRESNO 1 CASUARINA 3 TROENOS,,,5,,,,,,,,,,,,,,,,5,19.45206408,-99.18095393,JUD JARDINERIA
204,25/07/24,POPOTLA,FERROCARRIL DE CUERNAVACA,34,18992,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.4509631,-99.17653949,EMPRESA KAAB
205,25/07/25,POPOTLA,FERROCARRIL DE CUERNAVACA,30,21072,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.45097457,-99.17658592,EMPRESA KAAB
206,25/07/26,POPOTLA,FERROCARRIL DE CUERNAVACA,28 Y 32,24348,PODA DE 2 NISPEROS Y 2 TROENOS,,,,,,,,,,,,,4,,,,,,4,19.450979,-99.1765681,EMPRESA KAAB
207,25/07/27,POPOTLA,MAR NEGRO,17,28900,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.456555,-99.1881025,EMPRESA KAAB
208,25/07/28,POPOTLA,FERROCARRIL DE CUERNAVACA,36,29452,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.451008,-99.17656459,EMPRESA KAAB
209,25/07/29,POPOTLA,MAR MEDITERRANEO,126,18,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.45821859,-99.18098965,EMPRESA KAAB
210,25/07/30,POPOTLA,MAR SONDA,17,12757,PODA DE 2 PIRUL BRASILENO,,,,,,,,,,,,,2,,,,,,2,19.4570952,-99.17715593,EMPRESA KAAB
211,25/07/31,POPOTLA,MAR MEDITERRANEO,104,14158,PODA DE 2 FICUS Y 1 TROENO,,,1,,,,,,,,,,2,,,,,,3,19.45890153,-99.18273743,EMPRESA KAAB
212,25/08/01,POPOTLA,MAR MEDITERRANEO,157 A,14190,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45692961,-99.178924,EMPRESA KAAB
213,25/08/02,ANZURES,BECQUER,42,14639,PODA DE 1 TROENO PARA LIBERACION DE FACHADA,,,1,,,,,,,,,,,,,,,,1,19.43369364,-99.17548396,JUD JARDINERIA
214,25/08/03,ANZURES,BECQUER,39,16882,PODA DE 1 TROENO PARA LIBERACION DE FACHADA,,,1,,,,,,,,,,,,,,,,1,19.43365525,-99.17560043,JUD JARDINERIA
215,25/08/04,ANZURES,VICTOR HUGO,23,SIN FOLIO,PODA DE 7 ARBOLES 3 TROENOS 3 LAURELES Y 1 YUCA PARA LIBERACION DE FACHADA,,,7,,,,,,,,,,,,,,,,7,19.42809442,-99.17599712,JUD JARDINERIA
216,25/08/05,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,ESQUINA,SIN FOLIO,PODA DE 2 ARAUCARIAS,,,2,,,,,,,,,,,,,,,,2,19.4034835,-99.24571339,JUD JARDINERIA
217,25/08/06,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,242,SIN FOLIO,PODA DE 5 LIQUIDAMABAR,,,5,,,,,,,,,,,,,,,,5,19.4017734,-99.24757452,JUD JARDINERIA
218,25/08/07,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,243,SIN FOLIO,PODA DE 3 FICUS,,,3,,,,,,,,,,,,,,,,3,19.40150512,-99.24727166,JUD JARDINERIA
219,25/08/08,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,232,SIN FOLIO,PODA DE 1 JACARANDA,,,1,,,,,,,,,,,,,,,,1,19.40159339,-99.24788115,JUD JARDINERIA
220,25/08/09,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,238,SIN FOLIO,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.40174758,-99.24770745,JUD JARDINERIA
221,25/08/10,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,223,SIN FOLIO,PODA DE 1 FRESNO Y DERRIBO DE 1 FRESNO,,,,1,,,,,,,,,,,,,,,1,19.40111994,-99.24762517,JUD JARDINERIA
222,25/08/11,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,231,SIN FOLIO,PODA DE 1 LAUREL,,,,,,1,,,,,,,,,,,,,1,19.4012058,-99.24754766,JUD JARDINERIA
223,25/08/12,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,216,SIN FOLIO,PODA DE 2 FRESNOS Y DERRIBO DE 1 FRESNO,,,,,,,,,,,,,2,,,,,,2,19.4012702,-99.2481041,JUD JARDINERIA
224,25/08/13,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,210,SIN FOLIO,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40111462,-99.24824685,JUD JARDINERIA
225,25/08/14,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,ESQUINA,SIN FOLIO,PODA DE 5 LIQUIDAMABAR,,,5,,,,,,,,,,,,,,,,5,19.40070983,-99.24842924,JUD JARDINERIA
226,25/08/15,BOSQUE DE LAS LOMAS,BOSQUE DE JACARANDAS,184,SIN FOLIO,PODA DE 1 JACARANDA,,,1,,,,,,,,,,,,,,,,1,19.40070625,-99.24906665,JUD JARDINERIA
227,25/08/16,BOSQUES DE LAS LOMAS,BOSQUE DE SAUCES,377,14429,PODA DE 1 FRESNO Y 1 LAUREL EN PROGRAMA OLA DE SERVICIOS,,,2,,,,,,,,,,,,,,,,2,19.4073496,-99.24298851,JUD JARDINERIA
228,25/08/17,POPOTLA,MAR MARMARA,365,20358,"PODA DE 1 JACARANDA, 1 EUCALIPTO Y 1 FICUS",,,1,,,,,,,,,,2,,,,,,3,19.45806669,-99.17757573,EMPRESA KAAB
229,25/08/18,POPOTLA,MAR SONDA,20,28170,PODA DE 2 PIRUL BRASILENO Y 1 TULIPAN AFRICANO,,,1,,,,,,,,,,2,,,,,,3,19.4575339,-99.17716375,EMPRESA KAAB
230,25/08/19,POPOTLA,MAR MARMARA,379,31235,PODA DE 2 FICUS Y 1 FRESNO,,,1,,,,,,,,,,2,,,,,,3,19.45795873,-99.17717442,EMPRESA KAAB
231,25/08/20,AMERICA,SUR 130,53,32468,PODA DE 1 FICUS,,,,,1,,,,,,,,,,,,,,1,19.40378927,-99.20331269,JUD JARDINERIA
232,25/08/21,POPOTLA,MAR SONDA,29,1314,PODA DE 1 LIQUIDAMBAR Y 1 FICUS,,,,,,,,,,,,,2,,,,,,2,19.45791677,-99.17660908,EMPRESA KAAB
233,25/08/22,ESCANDON II SECCION,AGRARISMO,ESQUINA,SIN FOLIO,PODA DE 1 ARBOL,,,1,,,,,,,,,,,,,,,,1,19.40299017,-99.17203356,JUD JARDINERIA
234,25/08/23,TACUBAYA,HEROES DE LA INTERVENCION,28,SIN FOLIO,PODA DE 2 FICUS,,,2,,,,,,,,,,,,,,,,2,19.3965661,-99.18865105,JUD JARDINERIA
235,25/08/24,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,371,SIN FOLIO,PODA DE 5 FRESNOS Y 1 OCOTE,,,5,,,,,,,,,,1,,,,,,6,19.40734004,-99.24293473,JUD JARDINERIA
236,25/08/25,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,FTE AL 371,SIN FOLIO,PODA DE 2 LAUREL Y 1 FRESNO,,,3,,,,,,,,,,,,,,,,3,19.40734004,-99.24293473,JUD JARDINERIA
237,25/08/26,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,379,SIN FOLIO,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40783839,-99.24271329,JUD JARDINERIA
238,25/08/27,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,386,SIN FOLIO,PODA DE 5 FRESNOS,,,5,,,,,,,,,,,,,,,,5,19.40742569,-99.24252017,JUD JARDINERIA
239,25/08/28,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,383,SIN FOLIO,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40762553,-99.24227468,JUD JARDINERIA
240,25/08/29,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,385,SIN FOLIO,PODA DE 3 FRESNOS,,,3,,,,,,,,,,,,,,,,3,19.40767007,-99.24230294,JUD JARDINERIA
241,25/08/30,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,399,SIN FOLIO,PODA DE 4 FRESNOS,,,4,,,,,,,,,,,,,,,,4,19.40779476,-99.24220216,JUD JARDINERIA
242,25/08/31,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,403,SIN FOLIO,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.40770559,-99.24223831,JUD JARDINERIA
243,25/09/01,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,410,SIN FOLIO,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.40827471,-99.24254607,JUD JARDINERIA
244,25/09/02,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,409,SIN FOLIO,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.40819694,-99.24221953,JUD JARDINERIA
245,25/09/03,BOSQUE DE LAS LOMAS,BOSQUE DE MIMOSAS,1,SIN FOLIO,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40836137,-99.24199955,JUD JARDINERIA
246,25/09/04,BOSQUE DE LAS LOMAS,BOSQUE DE SAUCES,AUN LADO DEL 414,SIN FOLIO,PODA DE 2 FRESNOS,,,,,,,1,,,,,,1,,,,,,2,19.40839623,-99.24242085,JUD JARDINERIA
247,25/09/05,BOSQUE DE LAS LOMAS,BOSQUE DE CHOPOS,ESQUINA,SIN FOLIO,PODA DE 1 CASUARINA Y RETIRO DE DESECHO VEGETAL,,,,,,,1,,,,,,,,,,,,1,19.40651035,-99.24282282,JUD JARDINERIA
248,25/09/06,BOSQUES DE LAS LOMAS,BOSQUE DE SAUCES,467,8561,PODA DE 5 FRESNOS EN PROGRAMA OLA DE SERVICIOS,,,3,,,,,,,,,,2,,,,,,5,19.40964406,-99.2415327,JUD JARDINERIA
249,25/09/07,SAN DIEGO OCOYOACAC,CANITO,74,16707,PODA DE 1 LAUREL,,,1,,,,,,,,,,,,,,,,1,19.4634058,-99.19224825,JUD JARDINERIA
250,25/09/08,POPOTLA,MAR MARMARA,434,18973,PODA DE 2 HULES Y 1 JACARADA,,,1,,,,,,,,,,2,,,,,,3,19.45695106,-99.1749887,EMPRESA KAAB
251,25/09/09,BOSQUES DE LAS LOMAS,BOSQUE DE SAUCES,454,19349,PODA DE 1 FRESNO EN PROGRAMA OLA DE SERVICIOS,,,1,,,,,,,,,,,,,,,,1,19.40952296,-99.24203233,JUD JARDINERIA
252,25/09/10,POPOTLA,MAR CASPIO,12,19627,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.45782754,-99.17479602,EMPRESA KAAB
