ID_PODA,FECHA DE ATENCION ,COLONIA ,CALLE,NUMERO ,FOLIO ,ESPECIE,ACLAREO PZA,DESCHUPONEO PZA,ELEVACION DE COPA PZA,LIB  DE CAMARAS PZA,LIB  DE FACHADA PZA,LIB  DE LINEAS ELECTRICAS Y AEREAS PZA,LIB  DE LUMINARIAS PZA,VELA,FACHADA,POSTE,LIB  DE SEMAFOROS PZA,LIB  DE SENALAMIENTOS PZA,LIMPIEZA DE COPA PZA,PODA DE FORMACION RESTAURACION DE COPA PZA,PODA ESTETICA O TOPIARIA PZA,PODA DE MUERDAGO PZA,PODA DE HENO MOTITA PZA,REDUCCIÓN DE COPA PZA,TOTAL,LATITUD ,LONGITUD ,FUENTE DE INFORMACION 
124,25/05/2005,LOS MANZANOS,LAGO BOLSENA,162,12112,PODA DE 1 LAUREL,,,1,,,,,,,,,,,,,,,,1,19.44609,-99.18557, JUD JARDINERIA
125,25/05/2006,MEXICO NUEVO,PTE 145,709,12929,PODA DE 2 FICUS,,,2,,,,,,,,,,,,,,,,2,19.45187,-99.20446, JUD JARDINERIA
126,25/05/2007,IRRIGACION,PRESA TESOYO,146,14687,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.44358,-99.20673, JUD JARDINERIA
127,25/05/2008,ANAHUAC I SECCION,1RA CDA LAGO MURITZ,10,18582,PODA DE 1 PATA DE VACA  SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,,,,,,,,,,,,,,,,1,1,19.44473,-99.17957, JUD JARDINERIA
128,25/05/2009,ANAHUAC I SECCION,1RA CDA LAGO SILVERIO,6,18598,PODA DE 1 JACARANDA Y 1 FICUS  SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,2,,,,,,,,,,,,,,,,2,19.44274,-99.1811, JUD JARDINERIA
129,25/05/2010,MEXICO NUEVO,PTE 147  A,742,19390,PODA DE 4 FICUS,,,,,,,,,,,,,4,,,,,,4,19.45304,-99.20518,EMPRESA KAAB
130,25/05/2011,MEXICO NUEVO,PTE 147,736,22480,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.45291,-99.20521,EMPRESA KAAB
131,25/05/2012,MEXICO NUEVO,PTE 147,742,23189,PODA DE 2 FICUS,,,,,,,,,,,,,2,,,,,,2,19.45304,-99.20518,EMPRESA KAAB
132,25/05/2013,LOMAS DE CHAPULTEPEC III SECCION,AV PRADO NORTE,5,30621,PODA DE 1 JACARANDA Y 1 FICUS,2,,,,,,,,,,,,,,,,,,2,19.42681,-99.21333, JUD JARDINERIA
133,25/05/2014,MEXICO NUEVO,PTE 145,704,SIN FOLIO,PODA DE 1 FICUS Y 1 DURAZNO,,,2,,,,,,,,,,,,,,,,2,19.45165,-99.20464, JUD JARDINERIA
134,25/05/2015,MEXICO NUEVO,PTE 145,A LADO DEL 704,SIN FOLIO,PODA DE 1 FICUS Y 1 ZAPOTE,,,2,,,,,,,,,,,,,,,,2,19.45165,-99.20461, JUD JARDINERIA
135,25/05/2016,MEXICO NUEVO,PTE 145,711,SIN FOLIO,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45192,-99.20442, JUD JARDINERIA
136,25/05/2017,AMPLIACION DANIEL GARZA,GRAL SOSTENES ROCHA,75,18026,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.40034,-99.20082, JUD JARDINERIA
137,25/05/2018,ANAHUAC I SECCION,2DA CDA LAGO MURITZ,93,18593,PODA DE 2 FICUS 1 LIQUIDAMBAR Y 1 TROENO SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025 ,,,4,,,,,,,,,,,,,,,,4,19.44203,-99.18051, JUD JARDINERIA
138,25/05/2019,ANAHUAC I SECCION,2DA CDA LAGO MURITZ,16,18595,PODA DE 1 LIMON    SE CONTESTO CON OFICIO    SPJ009925 EL DIA 07 DE FEBRERO 20255,,,,,,,,,,,,,1,,,,,,1,19.44185,-99.18033, JUD JARDINERIA
139,25/05/2020,ANAHUAC I SECCION,LAGO SILVERIO,267,18596,PODA DE 1 AGUACATE    SE CONTESTO CON OFICIO SPJ009925 EL DIA 07 DE FEBRERO 2025,,,1,,,,,,,,,,,,,,,,1,19.44185,-99.1813, JUD JARDINERIA
140,25/05/2021,VERONICA ANZURES,AV GUTENBERG,176,23503,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.43208,-99.17794, JUD JARDINERIA
141,25/05/2022,MEXICO NUEVO,SANTA CRUZ CACALCO,7309,30446,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.45162,-99.20447,EMPRESA KAAB
142,25/05/2023,OBSERVATORIO,GRAL LAURO VILLAR,19,793,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40606,-99.19579, JUD JARDINERIA
143,25/05/2024,MEXICO NUEVO,PTE 145,129,SIN FOLIO,PODA DE 1 NARANJO,,,,,1,,,,,,,,,,,,,,1,19.45206,-99.20485, JUD JARDINERIA
144,25/05/2025,MEXICO NUEVO,PTE 145,734,SIN FOLIO,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.4527,-99.20487, JUD JARDINERIA
145,25/05/2026,MEXICO NUEVO,PTE 143,CAMELLON,SIN FOLIO,PODA DE 2 FRESNOS,,,,,,,,,,,,,2,,,,,,2,19.45159,-99.20395, JUD JARDINERIA
146,25/05/2027,LOMAS DE CHAPULTEPEC IV SECCION,AGUSTIN AHUMADA VILLALON,14,18621,PODA DE 1 JACARANDA,1,,,,,,,,,,,,,,,,,,1,19.41117,-99.21491, JUD JARDINERIA
147,25/05/2028,LOMAS DE CHAPULTEPEC IV SECCION,AV DE LOS CORREGIDORES,1517,18682,PODA DE 1 JACARANDA Y SOLICITA EL CORTE DE RAIZ,1,,,,,,,,,,,,,,,,,,1,19.41067,-99.21766, JUD JARDINERIA
148,25/05/2029,OBSERVATORIO,GRAL JUAN VILLEGAS,75,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40582,-99.19668, JUD JARDINERIA
149,25/05/1930,MEXICO NUEVO,PTE 143,710,SIN FOLIO,PODA DE 1 PIRUL Y 1 FICUS,,,2,,,,,,,,,,,,,,,,2,19.45156,-99.20421, JUD JARDINERIA
